Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range,3-month Hurst,1-year Hurst
05/23/2022,SPY,SPDR S&P 500 ETF Trust,369.908,409.789,396.57,-6.72%,3.33%,0.50,0.67,bearish,bearish,369.91,438.17,1.54,0.39,39.88099999999997,10.06%,0.67,0.63
