Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/01/2022,SPY,SSgA Active Trust - S&P 500 ETF TRUST ETF,427.322,457.823,450.255,-5.09%,1.68%,0.33,0.75,bearish,neutral,427.32,476.61,30.500999999999976,6.77%
